Make,Variant,"Length 
(ft)",Geographic Region,Country/Region/State ,Listing Price (USD),Year,Beam (m),Draft (m),Rigging,Displacement (kg),Sail Area (m²),Hull Materials,Sleeping Capacity,Headroom (m),Fuel Capacity (L),Water Capacity (L),Standard Engine Power (hp),LOA (m),Waterline Length (m),Fuel Type,Holding Tank Capacity (L),Keel Type,latitude,longitude, Climate Type,Country Code,2020_ave,2020_tol
Fountaine Pajot,orana44,43.0,Caribbean,Saint-Martin,329000,2009,7.35,1.2,None,11000.0,98.0,Fiberglass,8,2.05,600.0,750.0,2 x 40,13.1,12.9,Diesel,80,Fixed keel,18.0814066,-63.0467131, Am,FRA,39055.2829280754,2639008701648.2563
Fountaine Pajot,orana44,43.0,Caribbean,Antigua and Barbuda,327712,2009,7.35,1.2,None,11000.0,98.0,Fiberglass,8,2.05,600.0,750.0,2 x 40,13.1,12.9,Diesel,80,Fixed keel,17.2234721,-61.9554608, Af,ATG,14787.635775290097,1370281481.4814813
Fountaine Pajot,orana44,43.0,USA,Florida,300000,2009,7.35,1.2,None,11000.0,98.0,Fiberglass,8,2.05,600.0,750.0,2 x 40,13.1,12.9,Diesel,80,Fixed keel,27.7567667,-81.4639835, Af/Am,USA,63530.63348390901,21060473613000.0
Lagoon,440,44.6,Europe,Croatia,435736,2009,7.7,1.3,7/8 fractional rig,12000.0,125.0,Polyester,10.0,1.98,700.0,900.0,2x40,13.61,12.76,Diesel,300,Fixed keel,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Lagoon,440,44.6,Europe,Croatia,347755,2009,7.7,1.3,7/8 fractional rig,12000.0,125.0,Polyester,10.0,1.98,700.0,900.0,2x40,13.61,12.76,Diesel,300,Fixed keel,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Lagoon,440,44.6,USA,Maryland,525000,2009,7.7,1.3,7/8 fractional rig,12000.0,125.0,Polyester,10.0,1.98,700.0,900.0,2x40,13.61,12.76,Diesel,300,Fixed keel,39.5162401,-76.9382069, Cfa,USA,63530.63348390901,21060473613000.0
Leopard,46,46.0,Europe,Italy,339514,2009,7.25,1.52,None,14400.0,156.0,Fiberglass,6-12,1.98,700.0,780.0,2 x 55,14.02,13.61,Diesel,370,Fixed keel,42.6384261,12.674297, Csa,ITA,31911.035789001668,1896755301518.1367
Nautitech,47,47.0,Caribbean,Antigua and Barbuda,364000,2009,7.54,1.2,None,11800.0,123.0,Fiberglass,10,2.05,700.0,600.0,2 x 55,14.5,13.8,Diesel,120,Fixed keel,17.2234721,-61.9554608, Af,ATG,14787.635775290097,1370281481.4814813
Fountaine Pajot,salina48,47.0,Caribbean,Martinique,314925,2009,7.7,1.1,None,12000.0,130.0,Fiberglass,10,2.05,480.0,700.0,2 x 40,14.3,13.2,Diesel,80,Fixed keel,14.6367927,-61.01582685, Af,FRA,39055.2829280754,2639008701648.2563
Fountaine Pajot,salina48,47.0,Europe,Croatia,315454,2009,7.7,1.1,None,12000.0,130.0,Fiberglass,10,2.05,480.0,700.0,2 x 40,14.3,13.2,Diesel,80,Fixed keel,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Lagoon,500,51.0,Europe,Greece,546187,2009,8.53,1.3,None,17000.0,160.0,Fiberglass,12,2.05,1000.0,960.0,2 x 75,15.54,15.0,Diesel,300,None,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
Lagoon,500,51.0,Europe,Greece,521912,2009,8.53,1.3,None,17000.0,160.0,Fiberglass,12,2.05,1000.0,960.0,2 x 75,15.54,15.0,Diesel,300,None,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
Lagoon,500,51.0,Europe,Greece,503208,2009,8.53,1.3,None,17000.0,160.0,Fiberglass,12,2.05,1000.0,960.0,2 x 75,15.54,15.0,Diesel,300,None,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
Lagoon,500,51.0,USA,Florida,425000,2009,8.53,1.3,None,17000.0,160.0,Fiberglass,12,2.05,1000.0,960.0,2 x 75,15.54,15.0,Diesel,300,None,27.7567667,-81.4639835, Af/Am,USA,63530.63348390901,21060473613000.0
Leopard,38,37.5,Caribbean,British Virgin Islands,185000,2010,6.04,1.04,None,7200.0,89.0,Fiberglass,6,1.95,200.0,400.0,2 x 29,11.43,10.97,Diesel,100,Fixed keel,18.4024395,-64.5661642, Am,GBR,40318.55756604926,2704609160088.1504
Seawind,1160,38.0,USA,Florida,329950,2010,7.98,1.25,None,10500.0,116.0,Fiberglass,8-12,2.06,480.0,700.0,2 x 40,11.6,10.9,Diesel,2 x 100,None,27.7567667,-81.4639835, Af/Am,USA,63530.63348390901,21060473613000.0
Fountaine Pajot,lipari41,39.0,Caribbean,Martinique,297709,2010,6.72,1.15,None,8900.0,93.0,Fiberglass,8,1.95,300.0,530.0,2 x 30,11.95,11.50,Diesel,80,Fixed keel,14.6367927,-61.01582685, Af,FRA,39055.2829280754,2639008701648.2563
Fountaine Pajot,lipari41,39.0,Caribbean,Martinique,297369,2010,6.72,1.15,None,8900.0,93.0,Fiberglass,8,1.95,300.0,530.0,2 x 30,11.95,11.50,Diesel,80,Fixed keel,14.6367927,-61.01582685, Af,FRA,39055.2829280754,2639008701648.2563
Lagoon,400ownersversion,39.0,Caribbean,Belize,285000,2010,,,,,,,,,,,,,,,,,16.8259793,-88.7600927, Am,BLZ,5266.876160042135,2080000000.0
Lagoon,400,39.0,Caribbean,Netherlands Antilles,275000,2010,7.25,1.21,None,10300.0,77.0,Fiberglass,8-10,2.0,400.0,600.0,2 x 29,11.97,11.60,Diesel,80,Fixed keel,12.1845,-68.66079226, Am,,,
Lagoon,400,39.0,Caribbean,British Virgin Islands,195000,2010,7.25,1.21,None,10300.0,77.0,Fiberglass,8-10,2.0,400.0,600.0,2 x 29,11.97,11.60,Diesel,80,Fixed keel,18.4024395,-64.5661642, Am,GBR,40318.55756604926,2704609160088.1504
Lagoon,400,39.0,Europe,Turkey,279380,2010,7.25,1.21,None,10300.0,77.0,Fiberglass,8-10,2.0,400.0,600.0,2 x 29,11.97,11.60,Diesel,80,Fixed keel,38.9597594,34.9249653, Csa/Dfa,TUR,8561.070947819871,720289368333.1906
Lagoon,400,39.0,Europe,Turkey,279162,2010,7.25,1.21,None,10300.0,77.0,Fiberglass,8-10,2.0,400.0,600.0,2 x 29,11.97,11.60,Diesel,80,Fixed keel,38.9597594,34.9249653, Csa/Dfa,TUR,8561.070947819871,720289368333.1906
Fountaine Pajot,lipari41,39.0,Europe,Portugal,278887,2010,6.72,1.15,None,8900.0,93.0,Fiberglass,8,1.95,300.0,530.0,2 x 30,11.95,11.50,Diesel,80,Fixed keel,39.6621648,-8.1353519, Csa,PRT,22242.40641797197,229031860520.77728
Lagoon,400,39.0,Europe,Greece,267233,2010,7.25,1.21,None,10300.0,77.0,Fiberglass,8-10,2.0,400.0,600.0,2 x 29,11.97,11.60,Diesel,80,Fixed keel,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
Lagoon,400,39.0,Europe,Greece,267025,2010,7.25,1.21,None,10300.0,77.0,Fiberglass,8-10,2.0,400.0,600.0,2 x 29,11.97,11.60,Diesel,80,Fixed keel,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
Fountaine Pajot,lipari41,39.0,Europe,France,218882,2010,6.72,1.15,None,8900.0,93.0,Fiberglass,8,1.95,300.0,530.0,2 x 30,11.95,11.50,Diesel,80,Fixed keel,46.603354,1.8883335, Cfb,FRA,39055.2829280754,2639008701648.2563
Lagoon,400,39.0,Europe,Croatia,217486,2010,7.25,1.21,None,10300.0,77.0,Fiberglass,8-10,2.0,400.0,600.0,2 x 29,11.97,11.60,Diesel,80,Fixed keel,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Lagoon,400,39.0,Europe,Croatia,217261,2010,7.25,1.21,None,10300.0,77.0,Fiberglass,8-10,2.0,400.0,600.0,2 x 29,11.97,11.60,Diesel,80,Fixed keel,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Fountaine Pajot,lavezzi40,39.0,Europe,France,205506,2010,6.72,1.1,7/8 fractional rig,7200.0,81.0,Polyester,8.0,1.95,280.0,600.0,2x30,11.9,11.5,Diesel,80,Fixed keel,46.603354,1.8883335, Cfb,FRA,39055.2829280754,2639008701648.2563
Fountaine Pajot,lavezzi40,39.0,Europe,France,205284,2010,6.72,1.1,7/8 fractional rig,7200.0,81.0,Polyester,8.0,1.95,280.0,600.0,2x30,11.9,11.5,Diesel,80,Fixed keel,46.603354,1.8883335, Cfb,FRA,39055.2829280754,2639008701648.2563
Lagoon,421,42.0,Europe,Turkey,437734,2010,7.5,1.26,None,12000.0,88.0,Fiberglass,6-12,1.95,300.0,600.0,2 x 40,12.61,12.28,Diesel,80,Fixed keel,38.9597594,34.9249653, Csa/Dfa,TUR,8561.070947819871,720289368333.1906
Lagoon,421,42.0,Europe,Italy,327968,2010,7.5,1.26,None,12000.0,88.0,Fiberglass,6-12,1.95,300.0,600.0,2 x 40,12.61,12.28,Diesel,80,Fixed keel,42.6384261,12.674297, Csa,ITA,31911.035789001668,1896755301518.1367
Lagoon,421,42.0,Europe,Italy,327712,2010,7.5,1.26,None,12000.0,88.0,Fiberglass,6-12,1.95,300.0,600.0,2 x 40,12.61,12.28,Diesel,80,Fixed keel,42.6384261,12.674297, Csa,ITA,31911.035789001668,1896755301518.1367
Lagoon,421,42.0,Europe,Greece,285231,2010,7.5,1.26,None,12000.0,88.0,Fiberglass,6-12,1.95,300.0,600.0,2 x 40,12.61,12.28,Diesel,80,Fixed keel,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
Fountaine Pajot,orana44,43.0,USA,Florida,390000,2010,7.35,1.2,None,11000.0,98.0,Fiberglass,8,2.05,600.0,750.0,2 x 40,13.1,12.9,Diesel,80,Fixed keel,27.7567667,-81.4639835, Af/Am,USA,63530.63348390901,21060473613000.0
Nautitech,441,44.0,Caribbean,Martinique,346188,2010,6.81,1.2,None,9500.0,99.0,Fiberglass,8,2.06,400.0,600.0,2 x 40,13.47,13.08,Diesel,2 x 29,Fixed keel,14.6367927,-61.01582685, Af,FRA,39055.2829280754,2639008701648.2563
Nautitech,441,44.0,Caribbean,Martinique,345919,2010,6.81,1.2,None,9500.0,99.0,Fiberglass,8,2.06,400.0,600.0,2 x 40,13.47,13.08,Diesel,2 x 29,Fixed keel,14.6367927,-61.01582685, Af,FRA,39055.2829280754,2639008701648.2563
Nautitech,441,44.0,Caribbean,Martinique,291527,2010,6.81,1.2,None,9500.0,99.0,Fiberglass,8,2.06,400.0,600.0,2 x 40,13.47,13.08,Diesel,2 x 29,Fixed keel,14.6367927,-61.01582685, Af,FRA,39055.2829280754,2639008701648.2563
Nautitech,441,44.0,Caribbean,Martinique,291300,2010,6.81,1.2,None,9500.0,99.0,Fiberglass,8,2.06,400.0,600.0,2 x 40,13.47,13.08,Diesel,2 x 29,Fixed keel,14.6367927,-61.01582685, Af,FRA,39055.2829280754,2639008701648.2563
Nautitech,441,44.0,Caribbean,Martinique,282000,2010,6.81,1.2,None,9500.0,99.0,Fiberglass,8,2.06,400.0,600.0,2 x 40,13.47,13.08,Diesel,2 x 29,Fixed keel,14.6367927,-61.01582685, Af,FRA,39055.2829280754,2639008701648.2563
Nautitech,441,44.0,Caribbean,Guadeloupe,269724,2010,6.81,1.2,None,9500.0,99.0,Fiberglass,8,2.06,400.0,600.0,2 x 40,13.47,13.08,Diesel,2 x 29,Fixed keel,16.2528827,-61.5686855, Am,FRA,39055.2829280754,2639008701648.2563
Nautitech,442ownersversion,44.0,Europe,Croatia,437734,2010,,,,,,,,,,,,,,,,,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Nautitech,442ownersversion,44.0,Europe,Croatia,437231,2010,,,,,,,,,,,,,,,,,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Antares,44i,44.0,USA,Florida,525000,2010,7.1,1.2,None,11300.0,102.0,Fiberglass,6,2.0,700.0,750.0,2 x 39,13.44,12.50,Diesel,140,Fixed keel,27.7567667,-81.4639835, Af/Am,USA,63530.63348390901,21060473613000.0
Antares,44i,44.0,USA,Florida,495000,2010,7.1,1.2,None,11300.0,102.0,Fiberglass,6,2.0,700.0,750.0,2 x 39,13.44,12.50,Diesel,140,Fixed keel,27.7567667,-81.4639835, Af/Am,USA,63530.63348390901,21060473613000.0
Lagoon,440,44.6,Caribbean,Guadeloupe,380000,2010,7.7,1.3,7/8 fractional rig,12000.0,125.0,Polyester,10.0,1.98,700.0,900.0,2x40,13.61,12.76,Diesel,300,Fixed keel,16.2528827,-61.5686855, Am,FRA,39055.2829280754,2639008701648.2563
Lagoon,440,44.6,Caribbean,Saint-Martin,345000,2010,7.7,1.3,7/8 fractional rig,12000.0,125.0,Polyester,10.0,1.98,700.0,900.0,2x40,13.61,12.76,Diesel,300,Fixed keel,18.0814066,-63.0467131, Am,FRA,39055.2829280754,2639008701648.2563
Lagoon,440,44.6,Caribbean,Sint Maarten (Dutch part),345000,2010,7.7,1.3,7/8 fractional rig,12000.0,125.0,Polyester,10.0,1.98,700.0,900.0,2x40,13.61,12.76,Diesel,300,Fixed keel,18.0155138,-63.04510233, Am,NLD,52162.570115040624,909793466661.4812
Lagoon,440,44.6,Europe,Spain,424812,2010,7.7,1.3,7/8 fractional rig,12000.0,125.0,Polyester,10.0,1.98,700.0,900.0,2x40,13.61,12.76,Diesel,300,Fixed keel,39.3260685,-4.8379791, Csa,ESP,26959.67543673264,1276962685648.2524
Lagoon,440,45.8,Europe,France,479431,2010,7.7,1.3,7/8 fractional rig,12000.0,125.0,Polyester,10.0,1.98,700.0,900.0,2x40,13.61,12.76,Diesel,300,Fixed keel,46.603354,1.8883335, Cfb,FRA,39055.2829280754,2639008701648.2563
Leopard,46,46.0,Caribbean,Saint-Martin,415000,2010,7.25,1.52,None,14400.0,156.0,Fiberglass,6-12,1.98,700.0,780.0,2 x 55,14.02,13.61,Diesel,370,Fixed keel,18.0814066,-63.0467131, Am,FRA,39055.2829280754,2639008701648.2563
Leopard,46,46.0,Caribbean,Grenada,335000,2010,7.25,1.52,None,14400.0,156.0,Fiberglass,6-12,1.98,700.0,780.0,2 x 55,14.02,13.61,Diesel,370,Fixed keel,12.1360374,-61.6904045, Af,GRD,8437.56673228706,1043414814.8148148
Catana,47,47.0,Caribbean,Martinique,546813,2010,7.7,1.15,None,12000.0,136.0,Fiberglass,6-8,2.05,800.0,800.0,2 x 54,14.02,13.41,Diesel,400,Fixed keel,14.6367927,-61.01582685, Af,FRA,39055.2829280754,2639008701648.2563
Catana,47,47.0,Caribbean,Martinique,545648,2010,7.7,1.15,None,12000.0,136.0,Fiberglass,6-8,2.05,800.0,800.0,2 x 54,14.02,13.41,Diesel,400,Fixed keel,14.6367927,-61.01582685, Af,FRA,39055.2829280754,2639008701648.2563
Chris White,atlantic48,48.7,USA,Washington,565000,2010,7.92,1.22,None,11500.0,156.0,Fiberglass,6,1.93,750.0,750.0,2 x 40,14.63,13.41,Diesel,200,Fixed keel,38.8950368,-77.0365427, Cfb,USA,63530.63348390901,21060473613000.0
Outremer,49,49.0,Europe,France,763449,2010,7.45,1.2,None,11000.0,134.0,Fiberglass,8-10,2.05,600.0,400.0,2 x 40,14.94,14.70,Diesel,80,Fixed keel,46.603354,1.8883335, Cfb,FRA,39055.2829280754,2639008701648.2563
Voyage Yachts,500owner'sversion,50.0,USA,Florida,595000,2010,8.02,1.3,None,14500.0,157.0,Fiberglass,6-8,2.05,1060.0,800.0,2 x 55,15.25,14.63,Diesel,170,Fixed keel,27.7567667,-81.4639835, Af/Am,USA,63530.63348390901,21060473613000.0
Lagoon,500,51.0,Europe,Croatia,721467,2010,8.53,1.3,None,17000.0,160.0,Fiberglass,12,2.05,1000.0,960.0,2 x 75,15.54,15.0,Diesel,300,None,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Lagoon,500,51.0,Europe,Turkey,589128,2010,8.53,1.3,None,17000.0,160.0,Fiberglass,12,2.05,1000.0,960.0,2 x 75,15.54,15.0,Diesel,300,None,38.9597594,34.9249653, Csa/Dfa,TUR,8561.070947819871,720289368333.1906
Lagoon,500,51.0,Europe,Turkey,588087,2010,8.53,1.3,None,17000.0,160.0,Fiberglass,12,2.05,1000.0,960.0,2 x 75,15.54,15.0,Diesel,300,None,38.9597594,34.9249653, Csa/Dfa,TUR,8561.070947819871,720289368333.1906
Lagoon,500,51.0,Europe,Croatia,576531,2010,8.53,1.3,None,17000.0,160.0,Fiberglass,12,2.05,1000.0,960.0,2 x 75,15.54,15.0,Diesel,300,None,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Lagoon,500,51.0,Europe,Croatia,575961,2010,8.53,1.3,None,17000.0,160.0,Fiberglass,12,2.05,1000.0,960.0,2 x 75,15.54,15.0,Diesel,300,None,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Leopard,39,37.5,USA,Florida,339000,2011,6.04,1.22,None,8500.0,110.0,Fiberglass,6-8,2.05,250.0,780.0,2 x 29,11.99,11.43,Diesel,206,Fixed keel,27.7567667,-81.4639835, Af/Am,USA,63530.63348390901,21060473613000.0
Leopard,39,37.5,USA,Florida,339000,2011,6.04,1.22,None,8500.0,110.0,Fiberglass,6-8,2.05,250.0,780.0,2 x 29,11.99,11.43,Diesel,206,Fixed keel,27.7567667,-81.4639835, Af/Am,USA,63530.63348390901,21060473613000.0
Lagoon,380,38.0,Europe,Greece,236447,2011,6.53,1.15,Fractional sloop,6970.0,77.0,Polyester,8.0,1.95,200.0,300.0,2x29,11.55,10.89,Diesel,80,Fixed keel,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
Broadblue,385,38.7,Caribbean,Grenada,210000,2011,6.86,1.15,None,8500.0,95.0,Fiberglass,8,1.98,400.0,600.0,None,11.99,11.6,Diesel,100,Skeg hung rudder,12.1360374,-61.6904045, Af,GRD,8437.56673228706,1043414814.8148148
Fountaine Pajot,lipari41,39.0,Caribbean,Martinique,218725,2011,6.72,1.15,None,8900.0,93.0,Fiberglass,8,1.95,300.0,530.0,2 x 30,11.95,11.50,Diesel,80,Fixed keel,14.6367927,-61.01582685, Af,FRA,39055.2829280754,2639008701648.2563
Fountaine Pajot,lipari41,39.0,Europe,Italy,346563,2011,6.72,1.15,None,8900.0,93.0,Fiberglass,8,1.95,300.0,530.0,2 x 30,11.95,11.50,Diesel,80,Fixed keel,42.6384261,12.674297, Csa,ITA,31911.035789001668,1896755301518.1367
Fountaine Pajot,lipari41,39.0,Europe,Malta,302787,2011,6.72,1.15,None,8900.0,93.0,Fiberglass,8,1.95,300.0,530.0,2 x 30,11.95,11.50,Diesel,80,Fixed keel,35.8885993,14.4476911, Csa,MLT,28977.565567363552,14933066818.960594
Fountaine Pajot,lipari41,39.0,Europe,Turkey,267522,2011,6.72,1.15,None,8900.0,93.0,Fiberglass,8,1.95,300.0,530.0,2 x 30,11.95,11.50,Diesel,80,Fixed keel,38.9597594,34.9249653, Csa/Dfa,TUR,8561.070947819871,720289368333.1906
Fountaine Pajot,lipari41,39.0,Europe,Turkey,266761,2011,6.72,1.15,None,8900.0,93.0,Fiberglass,8,1.95,300.0,530.0,2 x 30,11.95,11.50,Diesel,80,Fixed keel,38.9597594,34.9249653, Csa/Dfa,TUR,8561.070947819871,720289368333.1906
Fountaine Pajot,lipari41,39.0,Europe,Turkey,266761,2011,6.72,1.15,None,8900.0,93.0,Fiberglass,8,1.95,300.0,530.0,2 x 30,11.95,11.50,Diesel,80,Fixed keel,38.9597594,34.9249653, Csa/Dfa,TUR,8561.070947819871,720289368333.1906
Lagoon,400,39.0,Europe,Croatia,264804,2011,7.25,1.21,None,10300.0,77.0,Fiberglass,8-10,2.0,400.0,600.0,2 x 29,11.97,11.60,Diesel,80,Fixed keel,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Lagoon,400,39.0,Europe,Croatia,264597,2011,7.25,1.21,None,10300.0,77.0,Fiberglass,8-10,2.0,400.0,600.0,2 x 29,11.97,11.60,Diesel,80,Fixed keel,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Lagoon,400,39.0,Europe,Croatia,217486,2011,7.25,1.21,None,10300.0,77.0,Fiberglass,8-10,2.0,400.0,600.0,2 x 29,11.97,11.60,Diesel,80,Fixed keel,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Lagoon,400,39.0,Europe,Croatia,217261,2011,7.25,1.21,None,10300.0,77.0,Fiberglass,8-10,2.0,400.0,600.0,2 x 29,11.97,11.60,Diesel,80,Fixed keel,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Lagoon,400,39.0,Europe,Croatia,206095,2011,7.25,1.21,None,10300.0,77.0,Fiberglass,8-10,2.0,400.0,600.0,2 x 29,11.97,11.60,Diesel,80,Fixed keel,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Fountaine Pajot,lipari41,39.0,Europe,Croatia,194562,2011,6.72,1.15,None,8900.0,93.0,Fiberglass,8,1.95,300.0,530.0,2 x 30,11.95,11.50,Diesel,80,Fixed keel,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Fountaine Pajot,lipari41,39.0,Europe,Croatia,169026,2011,6.72,1.15,None,8900.0,93.0,Fiberglass,8,1.95,300.0,530.0,2 x 30,11.95,11.50,Diesel,80,Fixed keel,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Lagoon,421,42.0,Europe,Portugal,333781,2011,7.5,1.26,None,12000.0,88.0,Fiberglass,6-12,1.95,300.0,600.0,2 x 40,12.61,12.28,Diesel,80,Fixed keel,39.6621648,-8.1353519, Csa,PRT,22242.40641797197,229031860520.77728
Lagoon,421,42.0,Europe,Italy,297902,2011,7.5,1.26,None,12000.0,88.0,Fiberglass,6-12,1.95,300.0,600.0,2 x 40,12.61,12.28,Diesel,80,Fixed keel,42.6384261,12.674297, Csa,ITA,31911.035789001668,1896755301518.1367
Leopard,44,42.5,Caribbean,U.S. Virgin Islands,339000,2011,7.25,1.22,None,13000.0,104.0,Fiberglass,6-10,2.05,700.0,1000.0,2 x 39,13.41,12.75,Diesel,206,Fixed keel,17.789187,-64.7080574, Am,VIR,39552.16859535234,4204000000.0
Leopard,44,42.5,Caribbean,Saint Kitts and Nevis,339000,2011,7.25,1.22,None,13000.0,104.0,Fiberglass,6-10,2.05,700.0,1000.0,2 x 39,13.41,12.75,Diesel,206,Fixed keel,17.250512,-62.6725973, Am,KNA,18566.09558637181,884525925.9259259
Leopard,44,42.5,Caribbean,U.S. Virgin Islands,339000,2011,7.25,1.22,None,13000.0,104.0,Fiberglass,6-10,2.05,700.0,1000.0,2 x 39,13.41,12.75,Diesel,206,Fixed keel,17.789187,-64.7080574, Am,VIR,39552.16859535234,4204000000.0
Leopard,44,42.5,Caribbean,Saint Kitts and Nevis,339000,2011,7.25,1.22,None,13000.0,104.0,Fiberglass,6-10,2.05,700.0,1000.0,2 x 39,13.41,12.75,Diesel,206,Fixed keel,17.250512,-62.6725973, Am,KNA,18566.09558637181,884525925.9259259
Lagoon,42ownersversion,42.5,Europe,Portugal,325000,2011,,,,,,,,,,,,,,,,,39.6621648,-8.1353519, Csa,PRT,22242.40641797197,229031860520.77728
Lagoon,42ownersversion,42.5,Europe,Portugal,325000,2011,,,,,,,,,,,,,,,,,39.6621648,-8.1353519, Csa,PRT,22242.40641797197,229031860520.77728
Leopard,44,42.5,USA,Florida,459000,2011,7.25,1.22,None,13000.0,104.0,Fiberglass,6-10,2.05,700.0,1000.0,2 x 39,13.41,12.75,Diesel,206,Fixed keel,27.7567667,-81.4639835, Af/Am,USA,63530.63348390901,21060473613000.0
Leopard,44,42.5,USA,Florida,459000,2011,7.25,1.22,None,13000.0,104.0,Fiberglass,6-10,2.05,700.0,1000.0,2 x 39,13.41,12.75,Diesel,206,Fixed keel,27.7567667,-81.4639835, Af/Am,USA,63530.63348390901,21060473613000.0
Fountaine Pajot,orana44,43.0,Europe,Turkey,339850,2011,7.35,1.2,None,11000.0,98.0,Fiberglass,8,2.05,600.0,750.0,2 x 40,13.1,12.9,Diesel,80,Fixed keel,38.9597594,34.9249653, Csa/Dfa,TUR,8561.070947819871,720289368333.1906
Nautitech,441,44.0,Caribbean,Martinique,279162,2011,6.81,1.2,None,9500.0,99.0,Fiberglass,8,2.06,400.0,600.0,2 x 40,13.47,13.08,Diesel,2 x 29,Fixed keel,14.6367927,-61.01582685, Af,FRA,39055.2829280754,2639008701648.2563
Nautitech,441,44.0,Caribbean,Guadeloupe,255086,2011,6.81,1.2,None,9500.0,99.0,Fiberglass,8,2.06,400.0,600.0,2 x 40,13.47,13.08,Diesel,2 x 29,Fixed keel,16.2528827,-61.5686855, Am,FRA,39055.2829280754,2639008701648.2563
Nautitech,441,44.0,Caribbean,Guadeloupe,254887,2011,6.81,1.2,None,9500.0,99.0,Fiberglass,8,2.06,400.0,600.0,2 x 40,13.47,13.08,Diesel,2 x 29,Fixed keel,16.2528827,-61.5686855, Am,FRA,39055.2829280754,2639008701648.2563
Lagoon,450,45.8,Caribbean,U.S. Virgin Islands,475000,2011,7.87,1.3,None,12152.0,133.0,Fiberglass,6-10,2.05,650.0,700.0,2 x 54,13.96,13.38,Diesel,4 x 85,None,17.789187,-64.7080574, Am,VIR,39552.16859535234,4204000000.0
Lagoon,450,45.8,Europe,France,533522,2011,7.87,1.3,None,12152.0,133.0,Fiberglass,6-10,2.05,650.0,700.0,2 x 54,13.96,13.38,Diesel,4 x 85,None,46.603354,1.8883335, Cfb,FRA,39055.2829280754,2639008701648.2563
Lagoon,450,45.8,Europe,Greece,516246,2011,7.87,1.3,None,12152.0,133.0,Fiberglass,6-10,2.05,650.0,700.0,2 x 54,13.96,13.38,Diesel,4 x 85,None,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
Lagoon,450,45.8,Europe,Greece,515844,2011,7.87,1.3,None,12152.0,133.0,Fiberglass,6-10,2.05,650.0,700.0,2 x 54,13.96,13.38,Diesel,4 x 85,None,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
Lagoon,450,45.8,Europe,France,510725,2011,7.87,1.3,None,12152.0,133.0,Fiberglass,6-10,2.05,650.0,700.0,2 x 54,13.96,13.38,Diesel,4 x 85,None,46.603354,1.8883335, Cfb,FRA,39055.2829280754,2639008701648.2563
Lagoon,450,45.8,Europe,France,510302,2011,7.87,1.3,None,12152.0,133.0,Fiberglass,6-10,2.05,650.0,700.0,2 x 54,13.96,13.38,Diesel,4 x 85,None,46.603354,1.8883335, Cfb,FRA,39055.2829280754,2639008701648.2563
Lagoon,450,45.8,Europe,France,510172,2011,7.87,1.3,None,12152.0,133.0,Fiberglass,6-10,2.05,650.0,700.0,2 x 54,13.96,13.38,Diesel,4 x 85,None,46.603354,1.8883335, Cfb,FRA,39055.2829280754,2639008701648.2563
Lagoon,450,45.8,Europe,Malta,479431,2011,7.87,1.3,None,12152.0,133.0,Fiberglass,6-10,2.05,650.0,700.0,2 x 54,13.96,13.38,Diesel,4 x 85,None,35.8885993,14.4476911, Csa,MLT,28977.565567363552,14933066818.960594
Lagoon,450,45.8,Europe,Greece,472895,2011,7.87,1.3,None,12152.0,133.0,Fiberglass,6-10,2.05,650.0,700.0,2 x 54,13.96,13.38,Diesel,4 x 85,None,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
